station,observation_time,temperature_c,dewpoint_c,dewpoint_spread_c,wind_direction_deg,wind_speed_kt,visibility_sm,ceiling_ft,flight_category,target_time,future_observation_time,future_flight_category
KSEA,2026-07-17 17:53:00+00:00,17.2,8.9,8.3,200,7.0,10.0,,VFR,2026-07-17 18:53:00+00:00,2026-07-17 18:53:00+00:00,VFR
KSEA,2026-07-17 18:53:00+00:00,18.9,8.3,10.6,240,9.0,10.0,,VFR,2026-07-17 19:53:00+00:00,2026-07-17 19:53:00+00:00,VFR
KSEA,2026-07-17 19:53:00+00:00,18.9,8.9,10.0,240,8.0,10.0,,VFR,2026-07-17 20:53:00+00:00,2026-07-17 20:53:00+00:00,VFR
KSEA,2026-07-17 20:53:00+00:00,19.4,9.4,10.0,220,5.0,10.0,,VFR,2026-07-17 21:53:00+00:00,2026-07-17 21:53:00+00:00,VFR
KSEA,2026-07-17 21:53:00+00:00,20.6,9.4,11.2,230,7.0,10.0,,VFR,2026-07-17 22:53:00+00:00,2026-07-17 22:53:00+00:00,VFR
KSEA,2026-07-17 22:53:00+00:00,20.0,9.4,10.6,,,10.0,,VFR,2026-07-17 23:53:00+00:00,2026-07-17 23:53:00+00:00,VFR
KSEA,2026-07-17 23:53:00+00:00,21.7,8.3,13.4,280,5.0,10.0,,VFR,2026-07-18 00:53:00+00:00,2026-07-18 00:53:00+00:00,VFR
KSEA,2026-07-18 00:53:00+00:00,21.1,8.3,12.8,VRB,4.0,10.0,,VFR,2026-07-18 01:53:00+00:00,2026-07-18 01:53:00+00:00,VFR
KSEA,2026-07-18 01:53:00+00:00,21.1,8.9,12.2,210,7.0,10.0,5000.0,VFR,2026-07-18 02:53:00+00:00,2026-07-18 02:53:00+00:00,VFR
KSEA,2026-07-18 02:53:00+00:00,20.0,9.4,10.6,200,7.0,10.0,5000.0,VFR,2026-07-18 03:53:00+00:00,2026-07-18 03:53:00+00:00,VFR
KSEA,2026-07-18 03:53:00+00:00,19.4,9.4,10.0,230,6.0,10.0,4900.0,VFR,2026-07-18 04:53:00+00:00,2026-07-18 04:53:00+00:00,VFR
KSEA,2026-07-18 04:53:00+00:00,18.3,11.1,7.2,240,6.0,10.0,,VFR,2026-07-18 05:53:00+00:00,2026-07-18 05:53:00+00:00,VFR
KSEA,2026-07-18 05:53:00+00:00,17.2,11.7,5.5,280,4.0,10.0,4500.0,VFR,2026-07-18 06:53:00+00:00,2026-07-18 06:53:00+00:00,VFR
KSEA,2026-07-18 06:53:00+00:00,16.7,11.7,5.0,260,3.0,10.0,4700.0,VFR,2026-07-18 07:53:00+00:00,2026-07-18 07:53:00+00:00,VFR
KSEA,2026-07-18 07:53:00+00:00,16.1,11.7,4.4,300,3.0,10.0,4400.0,VFR,2026-07-18 08:53:00+00:00,2026-07-18 08:53:00+00:00,VFR
KSEA,2026-07-18 08:53:00+00:00,15.6,11.1,4.5,230,3.0,10.0,,VFR,2026-07-18 09:53:00+00:00,2026-07-18 09:53:00+00:00,VFR
KSEA,2026-07-18 09:53:00+00:00,15.6,11.7,3.9,190,3.0,10.0,,VFR,2026-07-18 10:53:00+00:00,2026-07-18 10:53:00+00:00,VFR
KSEA,2026-07-18 10:53:00+00:00,15.0,11.7,3.3,210,7.0,10.0,4700.0,VFR,2026-07-18 11:53:00+00:00,2026-07-18 11:53:00+00:00,VFR
KSEA,2026-07-18 11:53:00+00:00,13.9,11.7,2.2,230,5.0,10.0,,VFR,2026-07-18 12:53:00+00:00,2026-07-18 12:53:00+00:00,VFR
KSEA,2026-07-18 12:28:00+00:00,13.3,11.7,1.6,250,4.0,10.0,,VFR,2026-07-18 13:28:00+00:00,2026-07-18 13:25:00+00:00,IFR
KSEA,2026-07-18 12:53:00+00:00,13.3,11.7,1.6,210,4.0,10.0,,VFR,2026-07-18 13:53:00+00:00,2026-07-18 13:53:00+00:00,IFR
KSEA,2026-07-18 13:53:00+00:00,13.9,12.2,1.7,220,4.0,10.0,500.0,IFR,2026-07-18 14:53:00+00:00,2026-07-18 14:53:00+00:00,IFR
KSEA,2026-07-18 14:53:00+00:00,14.4,12.2,2.2,200,6.0,10.0,600.0,IFR,2026-07-18 15:53:00+00:00,2026-07-18 15:53:00+00:00,IFR
KSEA,2026-07-18 15:53:00+00:00,15.0,12.2,2.8,200,8.0,10.0,800.0,IFR,2026-07-18 16:53:00+00:00,2026-07-18 16:53:00+00:00,MVFR
KSEA,2026-07-18 16:53:00+00:00,15.6,11.7,3.9,240,9.0,10.0,1000.0,MVFR,2026-07-18 17:53:00+00:00,2026-07-18 17:53:00+00:00,VFR
KSEA,2026-07-18 17:50:00+00:00,17.0,12.0,5.0,220,5.0,10.0,,VFR,2026-07-18 18:50:00+00:00,2026-07-18 18:53:00+00:00,VFR
KSEA,2026-07-18 17:53:00+00:00,16.7,12.2,4.5,250,4.0,10.0,,VFR,2026-07-18 18:53:00+00:00,2026-07-18 18:53:00+00:00,VFR
KSEA,2026-07-18 18:53:00+00:00,18.9,11.7,7.2,240,7.0,10.0,,VFR,2026-07-18 19:53:00+00:00,2026-07-18 19:53:00+00:00,VFR
KSEA,2026-07-18 19:53:00+00:00,20.6,10.6,10.0,260,7.0,10.0,,VFR,2026-07-18 20:53:00+00:00,2026-07-18 20:53:00+00:00,VFR
KSEA,2026-07-18 20:53:00+00:00,21.7,10.0,11.7,270,5.0,10.0,,VFR,2026-07-18 21:53:00+00:00,2026-07-18 21:53:00+00:00,VFR
KSEA,2026-07-18 21:53:00+00:00,21.7,10.6,11.1,240,8.0,10.0,,VFR,2026-07-18 22:53:00+00:00,2026-07-18 22:53:00+00:00,VFR
KSEA,2026-07-18 22:53:00+00:00,22.8,10.6,12.2,270,8.0,10.0,,VFR,2026-07-18 23:53:00+00:00,2026-07-18 23:53:00+00:00,VFR
KSEA,2026-07-18 23:53:00+00:00,23.3,10.0,13.3,260,6.0,10.0,,VFR,2026-07-19 00:53:00+00:00,2026-07-19 00:53:00+00:00,VFR
KSEA,2026-07-19 00:53:00+00:00,23.3,10.6,12.7,300,9.0,10.0,,VFR,2026-07-19 01:53:00+00:00,2026-07-19 01:53:00+00:00,VFR
KSEA,2026-07-19 01:53:00+00:00,22.2,10.6,11.6,290,10.0,10.0,,VFR,2026-07-19 02:53:00+00:00,2026-07-19 02:53:00+00:00,VFR
KSEA,2026-07-19 02:53:00+00:00,21.7,11.1,10.6,330,6.0,10.0,,VFR,2026-07-19 03:53:00+00:00,2026-07-19 03:53:00+00:00,VFR
KSEA,2026-07-19 03:53:00+00:00,20.0,10.6,9.4,360,7.0,10.0,,VFR,2026-07-19 04:53:00+00:00,2026-07-19 04:53:00+00:00,VFR
KSEA,2026-07-19 04:53:00+00:00,17.8,11.1,6.7,350,7.0,10.0,,VFR,2026-07-19 05:53:00+00:00,2026-07-19 05:53:00+00:00,VFR
KSEA,2026-07-19 05:53:00+00:00,18.3,11.7,6.6,10,10.0,10.0,,VFR,2026-07-19 06:53:00+00:00,2026-07-19 06:53:00+00:00,VFR
KSEA,2026-07-19 06:53:00+00:00,17.8,11.7,6.1,30,9.0,10.0,,VFR,2026-07-19 07:53:00+00:00,2026-07-19 07:53:00+00:00,VFR
KSEA,2026-07-19 07:53:00+00:00,16.7,11.7,5.0,30,8.0,10.0,,VFR,2026-07-19 08:53:00+00:00,2026-07-19 08:53:00+00:00,VFR
KSEA,2026-07-19 08:53:00+00:00,15.6,11.7,3.9,10,10.0,10.0,,VFR,2026-07-19 09:53:00+00:00,2026-07-19 09:53:00+00:00,VFR
KSEA,2026-07-19 09:53:00+00:00,15.0,11.7,3.3,30,9.0,10.0,,VFR,2026-07-19 10:53:00+00:00,2026-07-19 10:53:00+00:00,VFR
KSEA,2026-07-19 10:53:00+00:00,14.4,11.7,2.7,30,10.0,10.0,,VFR,2026-07-19 11:53:00+00:00,2026-07-19 11:53:00+00:00,VFR
KSEA,2026-07-19 11:53:00+00:00,13.9,11.1,2.8,10,6.0,10.0,,VFR,2026-07-19 12:53:00+00:00,2026-07-19 12:53:00+00:00,VFR
KSEA,2026-07-19 12:53:00+00:00,13.9,11.1,2.8,360,6.0,10.0,,VFR,2026-07-19 13:53:00+00:00,2026-07-19 13:53:00+00:00,VFR
KSEA,2026-07-19 13:53:00+00:00,14.4,11.7,2.7,20,7.0,10.0,,VFR,2026-07-19 14:53:00+00:00,2026-07-19 14:53:00+00:00,VFR
KSEA,2026-07-19 14:53:00+00:00,15.6,11.7,3.9,350,7.0,10.0,,VFR,2026-07-19 15:53:00+00:00,2026-07-19 15:53:00+00:00,VFR
KSEA,2026-07-19 15:53:00+00:00,17.2,11.7,5.5,VRB,6.0,10.0,,VFR,2026-07-19 16:53:00+00:00,2026-07-19 16:53:00+00:00,VFR
KSEA,2026-07-19 16:53:00+00:00,17.8,11.7,6.1,VRB,4.0,10.0,,VFR,2026-07-19 17:53:00+00:00,2026-07-19 17:53:00+00:00,VFR
KSEA,2026-07-19 17:53:00+00:00,18.3,12.2,6.1,280,8.0,10.0,,VFR,2026-07-19 18:53:00+00:00,2026-07-19 18:53:00+00:00,VFR
KSEA,2026-07-19 18:53:00+00:00,20.6,12.2,8.4,290,8.0,10.0,,VFR,2026-07-19 19:53:00+00:00,2026-07-19 19:53:00+00:00,VFR
KSEA,2026-07-19 19:53:00+00:00,21.1,12.8,8.3,VRB,5.0,10.0,,VFR,2026-07-19 20:53:00+00:00,2026-07-19 20:53:00+00:00,VFR
KSEA,2026-07-19 20:53:00+00:00,23.9,12.2,11.7,320,9.0,10.0,,VFR,2026-07-19 21:53:00+00:00,2026-07-19 21:53:00+00:00,VFR
KSEA,2026-07-19 21:53:00+00:00,23.9,12.2,11.7,350,11.0,10.0,,VFR,2026-07-19 22:53:00+00:00,2026-07-19 22:53:00+00:00,VFR
KSEA,2026-07-19 22:53:00+00:00,24.4,11.7,12.7,350,11.0,10.0,,VFR,2026-07-19 23:53:00+00:00,2026-07-19 23:53:00+00:00,VFR
KSEA,2026-07-19 23:53:00+00:00,25.6,10.6,15.0,350,11.0,10.0,,VFR,2026-07-20 00:53:00+00:00,2026-07-20 00:53:00+00:00,VFR
KSEA,2026-07-20 00:53:00+00:00,25.6,8.3,17.3,340,13.0,10.0,,VFR,2026-07-20 01:53:00+00:00,2026-07-20 01:53:00+00:00,VFR
KSEA,2026-07-20 01:53:00+00:00,24.4,8.9,15.5,340,12.0,10.0,,VFR,2026-07-20 02:53:00+00:00,2026-07-20 02:53:00+00:00,VFR
KSEA,2026-07-20 02:53:00+00:00,23.3,8.3,15.0,340,11.0,10.0,,VFR,2026-07-20 03:53:00+00:00,2026-07-20 03:53:00+00:00,VFR
KSEA,2026-07-20 03:53:00+00:00,21.1,9.4,11.7,350,8.0,10.0,,VFR,2026-07-20 04:53:00+00:00,2026-07-20 04:53:00+00:00,VFR
KSEA,2026-07-20 04:53:00+00:00,20.0,10.0,10.0,360,7.0,10.0,,VFR,2026-07-20 05:53:00+00:00,2026-07-20 05:53:00+00:00,VFR
KSEA,2026-07-20 05:53:00+00:00,19.4,10.6,8.8,360,9.0,10.0,,VFR,2026-07-20 06:53:00+00:00,2026-07-20 06:53:00+00:00,VFR
KSEA,2026-07-20 06:53:00+00:00,19.4,10.6,8.8,10,10.0,10.0,25000.0,VFR,2026-07-20 07:53:00+00:00,2026-07-20 07:53:00+00:00,VFR
KSEA,2026-07-20 07:53:00+00:00,18.9,10.6,8.3,20,10.0,10.0,25000.0,VFR,2026-07-20 08:53:00+00:00,2026-07-20 08:53:00+00:00,VFR
KSEA,2026-07-20 08:53:00+00:00,17.8,11.1,6.7,30,8.0,10.0,25000.0,VFR,2026-07-20 09:53:00+00:00,2026-07-20 09:53:00+00:00,VFR
KSEA,2026-07-20 09:53:00+00:00,17.8,11.1,6.7,20,9.0,10.0,25000.0,VFR,2026-07-20 10:53:00+00:00,2026-07-20 10:53:00+00:00,VFR
KSEA,2026-07-20 10:53:00+00:00,16.7,10.6,6.1,10,8.0,10.0,25000.0,VFR,2026-07-20 11:53:00+00:00,2026-07-20 11:53:00+00:00,VFR
KSEA,2026-07-20 11:53:00+00:00,15.6,10.6,5.0,360,5.0,10.0,,VFR,2026-07-20 12:53:00+00:00,2026-07-20 12:53:00+00:00,VFR
KSEA,2026-07-20 12:53:00+00:00,16.1,11.1,5.0,40,7.0,10.0,,VFR,2026-07-20 13:53:00+00:00,2026-07-20 13:53:00+00:00,VFR
KSEA,2026-07-20 13:53:00+00:00,16.7,11.1,5.6,30,8.0,10.0,,VFR,2026-07-20 14:53:00+00:00,2026-07-20 14:53:00+00:00,VFR
KSEA,2026-07-20 14:53:00+00:00,17.8,11.1,6.7,20,10.0,10.0,,VFR,2026-07-20 15:53:00+00:00,2026-07-20 15:53:00+00:00,VFR
KSEA,2026-07-20 15:53:00+00:00,18.9,11.7,7.2,10,8.0,10.0,,VFR,2026-07-20 16:53:00+00:00,2026-07-20 16:53:00+00:00,VFR
KSEA,2026-07-20 16:53:00+00:00,20.6,12.8,7.8,360,7.0,10.0,,VFR,2026-07-20 17:53:00+00:00,2026-07-20 17:53:00+00:00,VFR
KSEA,2026-07-20 17:53:00+00:00,22.2,13.3,8.9,340,5.0,10.0,,VFR,2026-07-20 18:53:00+00:00,2026-07-20 18:53:00+00:00,VFR
KSEA,2026-07-20 18:53:00+00:00,23.3,13.3,10.0,0,0.0,10.0,,VFR,2026-07-20 19:53:00+00:00,2026-07-20 19:53:00+00:00,VFR
KSEA,2026-07-20 19:53:00+00:00,25.0,13.9,11.1,290,8.0,10.0,,VFR,2026-07-20 20:53:00+00:00,2026-07-20 20:53:00+00:00,VFR
KSEA,2026-07-20 20:53:00+00:00,23.9,13.3,10.6,300,8.0,10.0,,VFR,2026-07-20 21:53:00+00:00,2026-07-20 21:53:00+00:00,VFR
KSEA,2026-07-20 21:53:00+00:00,26.1,13.9,12.2,290,6.0,10.0,,VFR,2026-07-20 22:53:00+00:00,2026-07-20 22:53:00+00:00,VFR
KSEA,2026-07-20 22:53:00+00:00,27.2,13.3,13.9,290,7.0,10.0,,VFR,2026-07-20 23:53:00+00:00,2026-07-20 23:53:00+00:00,VFR
KSEA,2026-07-20 23:53:00+00:00,27.2,12.2,15.0,0,0.0,10.0,,VFR,2026-07-21 00:53:00+00:00,2026-07-21 00:53:00+00:00,VFR
KSEA,2026-07-21 00:53:00+00:00,27.8,12.8,15.0,270,5.0,10.0,,VFR,2026-07-21 01:53:00+00:00,2026-07-21 01:53:00+00:00,VFR
KSEA,2026-07-21 01:53:00+00:00,26.7,12.8,13.9,0,0.0,10.0,,VFR,2026-07-21 02:53:00+00:00,2026-07-21 02:53:00+00:00,VFR
KSEA,2026-07-21 02:53:00+00:00,25.6,13.9,11.7,0,0.0,10.0,,VFR,2026-07-21 03:53:00+00:00,2026-07-21 03:53:00+00:00,VFR
KSEA,2026-07-21 03:53:00+00:00,24.4,13.9,10.5,360,4.0,10.0,,VFR,2026-07-21 04:53:00+00:00,2026-07-21 04:53:00+00:00,VFR
KSEA,2026-07-21 04:53:00+00:00,22.8,13.9,8.9,280,4.0,10.0,,VFR,2026-07-21 05:53:00+00:00,2026-07-21 05:53:00+00:00,VFR
KSEA,2026-07-21 05:53:00+00:00,21.1,13.9,7.2,300,3.0,10.0,,VFR,2026-07-21 06:53:00+00:00,2026-07-21 06:53:00+00:00,VFR
KSEA,2026-07-21 06:53:00+00:00,21.7,13.9,7.8,290,3.0,10.0,,VFR,2026-07-21 07:53:00+00:00,2026-07-21 07:53:00+00:00,VFR
KSEA,2026-07-21 07:53:00+00:00,20.6,13.9,6.7,330,3.0,10.0,,VFR,2026-07-21 08:53:00+00:00,2026-07-21 08:53:00+00:00,VFR
KSEA,2026-07-21 08:53:00+00:00,19.4,14.4,5.0,350,4.0,10.0,,VFR,2026-07-21 09:53:00+00:00,2026-07-21 09:53:00+00:00,VFR
KSEA,2026-07-21 09:53:00+00:00,21.1,14.4,6.7,30,3.0,10.0,,VFR,2026-07-21 10:53:00+00:00,2026-07-21 10:53:00+00:00,VFR
KSEA,2026-07-21 10:53:00+00:00,20.0,13.9,6.1,30,6.0,10.0,25000.0,VFR,2026-07-21 11:53:00+00:00,2026-07-21 11:53:00+00:00,VFR
KSEA,2026-07-21 11:53:00+00:00,18.9,14.4,4.5,330,4.0,10.0,25000.0,VFR,2026-07-21 12:53:00+00:00,2026-07-21 12:53:00+00:00,VFR
KSEA,2026-07-21 12:53:00+00:00,18.3,14.4,3.9,320,3.0,10.0,25000.0,VFR,2026-07-21 13:53:00+00:00,2026-07-21 13:53:00+00:00,VFR
KSEA,2026-07-21 13:53:00+00:00,17.8,14.4,3.4,0,0.0,10.0,,VFR,2026-07-21 14:53:00+00:00,2026-07-21 14:53:00+00:00,VFR
KSEA,2026-07-21 14:53:00+00:00,21.1,13.9,7.2,340,4.0,10.0,,VFR,2026-07-21 15:53:00+00:00,2026-07-21 15:53:00+00:00,VFR
KSEA,2026-07-21 15:53:00+00:00,22.8,15.6,7.2,20,5.0,10.0,20000.0,VFR,2026-07-21 16:53:00+00:00,2026-07-21 16:53:00+00:00,VFR
KSEA,2026-07-21 16:53:00+00:00,22.8,15.0,7.8,280,6.0,10.0,,VFR,2026-07-21 17:53:00+00:00,2026-07-21 17:53:00+00:00,VFR
KSEA,2026-07-21 17:53:00+00:00,24.4,15.0,9.4,290,7.0,10.0,,VFR,2026-07-21 18:53:00+00:00,2026-07-21 18:53:00+00:00,VFR
KSEA,2026-07-21 18:53:00+00:00,26.7,14.4,12.3,270,5.0,9.0,,VFR,2026-07-21 19:53:00+00:00,2026-07-21 19:53:00+00:00,VFR
KSEA,2026-07-21 19:53:00+00:00,27.8,13.9,13.9,270,6.0,10.0,,VFR,2026-07-21 20:53:00+00:00,2026-07-21 20:53:00+00:00,VFR
KSEA,2026-07-21 20:53:00+00:00,29.4,13.9,15.5,300,6.0,10.0,,VFR,2026-07-21 21:53:00+00:00,2026-07-21 21:53:00+00:00,VFR
KSEA,2026-07-21 21:53:00+00:00,31.7,13.9,17.8,290,8.0,10.0,,VFR,2026-07-21 22:53:00+00:00,2026-07-21 22:53:00+00:00,VFR
KSEA,2026-07-21 22:53:00+00:00,32.2,14.4,17.8,300,7.0,10.0,,VFR,2026-07-21 23:53:00+00:00,2026-07-21 23:53:00+00:00,VFR
KSEA,2026-07-21 23:53:00+00:00,33.3,13.3,20.0,VRB,4.0,10.0,,VFR,2026-07-22 00:53:00+00:00,2026-07-22 00:53:00+00:00,VFR
KSEA,2026-07-22 00:53:00+00:00,33.3,11.7,21.6,340,4.0,10.0,,VFR,2026-07-22 01:53:00+00:00,2026-07-22 01:53:00+00:00,VFR
KSEA,2026-07-22 01:53:00+00:00,32.2,13.3,18.9,290,6.0,10.0,,VFR,2026-07-22 02:53:00+00:00,2026-07-22 02:53:00+00:00,VFR
KSEA,2026-07-22 02:53:00+00:00,31.7,10.0,21.7,320,5.0,10.0,,VFR,2026-07-22 03:53:00+00:00,2026-07-22 03:53:00+00:00,VFR
KSEA,2026-07-22 03:53:00+00:00,27.8,12.8,15.0,350,6.0,10.0,,VFR,2026-07-22 04:53:00+00:00,2026-07-22 04:53:00+00:00,VFR
KSEA,2026-07-22 04:53:00+00:00,25.6,12.2,13.4,340,5.0,10.0,,VFR,2026-07-22 05:53:00+00:00,2026-07-22 05:53:00+00:00,VFR
KSEA,2026-07-22 05:53:00+00:00,24.4,11.1,13.3,350,7.0,10.0,22000.0,VFR,2026-07-22 06:53:00+00:00,2026-07-22 06:53:00+00:00,VFR
KSEA,2026-07-22 06:53:00+00:00,24.4,12.2,12.2,360,9.0,10.0,22000.0,VFR,2026-07-22 07:53:00+00:00,2026-07-22 07:53:00+00:00,VFR
KSEA,2026-07-22 07:53:00+00:00,24.4,10.0,14.4,30,10.0,10.0,25000.0,VFR,2026-07-22 08:53:00+00:00,2026-07-22 08:53:00+00:00,VFR
KSEA,2026-07-22 08:53:00+00:00,23.3,13.3,10.0,20,9.0,10.0,,VFR,2026-07-22 09:53:00+00:00,2026-07-22 09:53:00+00:00,VFR
KSEA,2026-07-22 09:53:00+00:00,22.8,12.8,10.0,20,7.0,10.0,,VFR,2026-07-22 10:53:00+00:00,2026-07-22 10:53:00+00:00,VFR
KSEA,2026-07-22 10:53:00+00:00,20.6,13.3,7.3,340,5.0,10.0,,VFR,2026-07-22 11:53:00+00:00,2026-07-22 11:53:00+00:00,VFR
KSEA,2026-07-22 11:53:00+00:00,20.6,13.3,7.3,0,0.0,10.0,,VFR,2026-07-22 12:53:00+00:00,2026-07-22 12:53:00+00:00,VFR
KSEA,2026-07-22 12:53:00+00:00,20.6,13.3,7.3,0,0.0,10.0,,VFR,2026-07-22 13:53:00+00:00,2026-07-22 13:53:00+00:00,VFR
KSEA,2026-07-22 13:53:00+00:00,19.4,13.9,5.5,310,3.0,10.0,,VFR,2026-07-22 14:53:00+00:00,2026-07-22 14:53:00+00:00,VFR
KSEA,2026-07-22 14:53:00+00:00,23.3,15.0,8.3,40,3.0,10.0,,VFR,2026-07-22 15:53:00+00:00,2026-07-22 15:53:00+00:00,VFR
KSEA,2026-07-22 15:53:00+00:00,26.1,13.9,12.2,20,7.0,10.0,,VFR,2026-07-22 16:53:00+00:00,2026-07-22 16:53:00+00:00,VFR
KSEA,2026-07-22 16:53:00+00:00,27.2,13.3,13.9,350,6.0,10.0,,VFR,2026-07-22 17:53:00+00:00,2026-07-22 17:53:00+00:00,VFR
KSEA,2026-07-22 17:53:00+00:00,28.9,13.9,15.0,20,7.0,10.0,,VFR,2026-07-22 18:53:00+00:00,2026-07-22 18:53:00+00:00,VFR
KSEA,2026-07-22 18:53:00+00:00,30.0,13.9,16.1,300,5.0,10.0,,VFR,2026-07-22 19:53:00+00:00,2026-07-22 19:53:00+00:00,VFR
KSEA,2026-07-22 19:53:00+00:00,31.7,13.9,17.8,280,10.0,10.0,,VFR,2026-07-22 20:53:00+00:00,2026-07-22 20:53:00+00:00,VFR
KSEA,2026-07-22 20:53:00+00:00,32.2,13.3,18.9,290,9.0,9.0,,VFR,2026-07-22 21:53:00+00:00,2026-07-22 21:53:00+00:00,VFR
KSEA,2026-07-22 21:53:00+00:00,33.9,12.8,21.1,360,9.0,9.0,,VFR,2026-07-22 22:53:00+00:00,2026-07-22 22:53:00+00:00,VFR
KSEA,2026-07-22 22:53:00+00:00,34.4,11.7,22.7,360,9.0,10.0,,VFR,2026-07-22 23:53:00+00:00,2026-07-22 23:53:00+00:00,VFR
KSEA,2026-07-22 23:53:00+00:00,33.3,14.4,18.9,300,7.0,9.0,,VFR,2026-07-23 00:53:00+00:00,2026-07-23 00:53:00+00:00,VFR
KSEA,2026-07-23 00:53:00+00:00,31.7,12.8,18.9,320,7.0,10.0,,VFR,2026-07-23 01:53:00+00:00,2026-07-23 01:53:00+00:00,VFR
KSEA,2026-07-23 01:53:00+00:00,30.0,12.8,17.2,330,7.0,10.0,,VFR,2026-07-23 02:53:00+00:00,2026-07-23 02:53:00+00:00,VFR
KSEA,2026-07-23 02:53:00+00:00,30.0,10.6,19.4,360,6.0,10.0,,VFR,2026-07-23 03:53:00+00:00,2026-07-23 03:53:00+00:00,VFR
KSEA,2026-07-23 03:24:00+00:00,28.9,11.7,17.2,180,7.0,10.0,,VFR,2026-07-23 04:24:00+00:00,2026-07-23 04:19:00+00:00,VFR
KSEA,2026-07-23 03:53:00+00:00,25.0,17.8,7.2,120,12.0,9.0,,VFR,2026-07-23 04:53:00+00:00,2026-07-23 04:53:00+00:00,VFR
KSEA,2026-07-23 04:53:00+00:00,23.3,17.2,6.1,190,7.0,10.0,,VFR,2026-07-23 05:53:00+00:00,2026-07-23 05:53:00+00:00,VFR
KSEA,2026-07-23 05:53:00+00:00,20.6,15.6,5.0,170,5.0,10.0,,VFR,2026-07-23 06:53:00+00:00,2026-07-23 06:53:00+00:00,VFR
KSEA,2026-07-23 06:53:00+00:00,19.4,14.4,5.0,210,7.0,10.0,12000.0,VFR,2026-07-23 07:53:00+00:00,2026-07-23 07:53:00+00:00,VFR
KSEA,2026-07-23 07:53:00+00:00,18.3,15.0,3.3,210,10.0,10.0,11000.0,VFR,2026-07-23 08:53:00+00:00,2026-07-23 08:53:00+00:00,VFR
KSEA,2026-07-23 08:53:00+00:00,17.2,14.4,2.8,200,7.0,10.0,,VFR,2026-07-23 09:53:00+00:00,2026-07-23 09:53:00+00:00,MVFR
KSEA,2026-07-23 09:53:00+00:00,16.7,14.4,2.3,160,8.0,10.0,1000.0,MVFR,2026-07-23 10:53:00+00:00,2026-07-23 10:53:00+00:00,IFR
KSEA,2026-07-23 10:53:00+00:00,16.1,14.4,1.7,190,8.0,10.0,800.0,IFR,2026-07-23 11:53:00+00:00,2026-07-23 11:53:00+00:00,IFR
KSEA,2026-07-23 11:53:00+00:00,16.1,14.4,1.7,180,6.0,10.0,800.0,IFR,2026-07-23 12:53:00+00:00,2026-07-23 12:53:00+00:00,IFR
KSEA,2026-07-23 12:53:00+00:00,16.1,14.4,1.7,210,11.0,10.0,800.0,IFR,2026-07-23 13:53:00+00:00,2026-07-23 13:53:00+00:00,MVFR
KSEA,2026-07-23 13:11:00+00:00,16.1,13.9,2.2,220,8.0,10.0,1000.0,MVFR,2026-07-23 14:11:00+00:00,2026-07-23 14:23:00+00:00,MVFR
KSEA,2026-07-23 13:53:00+00:00,16.1,13.9,2.2,210,11.0,10.0,1000.0,MVFR,2026-07-23 14:53:00+00:00,2026-07-23 14:53:00+00:00,VFR
KSEA,2026-07-23 14:43:00+00:00,17.2,13.9,3.3,210,8.0,10.0,,VFR,2026-07-23 15:43:00+00:00,2026-07-23 15:53:00+00:00,VFR
KSEA,2026-07-23 14:53:00+00:00,16.7,13.9,2.8,210,8.0,10.0,,VFR,2026-07-23 15:53:00+00:00,2026-07-23 15:53:00+00:00,VFR
KSEA,2026-07-23 15:53:00+00:00,18.3,13.9,4.4,190,9.0,10.0,,VFR,2026-07-23 16:53:00+00:00,2026-07-23 16:53:00+00:00,VFR
KSEA,2026-07-23 16:53:00+00:00,18.3,13.9,4.4,220,10.0,10.0,,VFR,2026-07-23 17:53:00+00:00,2026-07-23 17:53:00+00:00,VFR
KSEA,2026-07-23 17:07:00+00:00,18.3,13.9,4.4,230,10.0,10.0,,MVFR,2026-07-23 18:07:00+00:00,2026-07-23 17:53:00+00:00,VFR
KSEA,2026-07-23 17:53:00+00:00,18.9,13.9,5.0,230,9.0,10.0,,VFR,2026-07-23 18:53:00+00:00,2026-07-23 18:53:00+00:00,VFR
KSEA,2026-07-23 18:53:00+00:00,20.6,13.9,6.7,210,12.0,10.0,,VFR,2026-07-23 19:53:00+00:00,2026-07-23 19:53:00+00:00,VFR
KSEA,2026-07-23 19:53:00+00:00,21.7,13.3,8.4,240,12.0,10.0,,VFR,2026-07-23 20:53:00+00:00,2026-07-23 20:53:00+00:00,VFR
KSEA,2026-07-23 20:53:00+00:00,22.8,13.9,8.9,250,8.0,10.0,,VFR,2026-07-23 21:53:00+00:00,2026-07-23 21:53:00+00:00,VFR
KSEA,2026-07-23 21:53:00+00:00,23.9,13.9,10.0,270,9.0,10.0,,VFR,2026-07-23 22:53:00+00:00,2026-07-23 22:53:00+00:00,VFR
KSEA,2026-07-23 22:53:00+00:00,23.9,13.9,10.0,250,10.0,10.0,,VFR,2026-07-23 23:53:00+00:00,2026-07-23 23:53:00+00:00,VFR
KSEA,2026-07-23 23:53:00+00:00,23.9,13.9,10.0,240,8.0,10.0,,VFR,2026-07-24 00:53:00+00:00,2026-07-24 00:53:00+00:00,VFR
KSEA,2026-07-24 00:53:00+00:00,23.9,13.9,10.0,260,9.0,10.0,,VFR,2026-07-24 01:53:00+00:00,2026-07-24 01:53:00+00:00,VFR
